plot,abundance,species,specieslowbar,genus,family,species.relative,genus.relative
28,0.2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
28,0.9,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
28,0.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
28,1.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
28,0.3,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
28,23,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
28,6,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
28,11,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
28,1.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
29,0.3,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
29,0.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
29,0.05,Digitaria ischaemum,Digitaria_ischaemum,Digitaria,Poaceae,,
29,0.3,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
29,0.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
29,16,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
29,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
29,22,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
29,2.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
30,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
30,4.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
30,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
30,0.1,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
30,14,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
30,5.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
30,0.2,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
31,0.3,Elymus repens,Elymus_repens,Elymus,Poaceae,,
31,1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
31,5.8,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
31,1,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
31,0.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
31,1.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
31,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
31,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
31,19,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
31,2.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
31,0.2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
32,0.5,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
32,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
32,0.8,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
32,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
32,1,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
32,0.05,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
32,27,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
32,0.01,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
32,3,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
32,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
33,1.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
33,3,Agrostis scabra,Agrostis_scabra,Agrostis,Poaceae,,
33,0.3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
33,1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
33,0.1,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
33,0.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
33,1,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
33,1.4,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
33,3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
33,23,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
33,0.3,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
33,1.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
34,0.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
34,3.01,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
34,0.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
34,0.6,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
34,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
34,0.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
34,1.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
34,36,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
34,0.6,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
34,1.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
34,4,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
35,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
35,0.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
35,0.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
35,1.3,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
35,1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
35,14,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
35,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
35,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
35,2.7,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
35,2,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
35,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
35,3,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
36,21,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
36,0.5,Elymus repens,Elymus_repens,Elymus,Poaceae,,
36,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
36,1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
36,0.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
36,0.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
36,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
36,1,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
36,15,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
36,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
36,11,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
36,3,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
36,2.4,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
36,3.5,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
36,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
37,1.6,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
37,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
37,6.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
37,1,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
37,2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
37,0.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
37,26,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
37,0.5,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
37,3,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
37,2.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
37,1.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
38,1.7,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
38,1.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
38,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
38,0.3,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
38,20,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
38,9,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
38,3.7,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
38,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
38,1.2,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
38,0.5,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
39,11,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
39,0.4,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
39,0.05,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
39,2.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
39,0.2,Digitaria ischaemum,Digitaria_ischaemum,Digitaria,Poaceae,,
39,0.05,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
39,0.05,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
39,28,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
39,0,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
39,2,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
39,24,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
39,0.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
39,5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
40,7,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
40,0.2,Elymus repens,Elymus_repens,Elymus,Poaceae,,
40,0.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
40,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
40,12,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
40,0.01,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
40,6,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
40,15,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
40,1.7,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
40,11,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
41,14,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
41,6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
41,1.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
41,0.9,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
41,1.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
41,0.5,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
41,4.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
41,12,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
41,0.4,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
41,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
41,5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
42,2.5,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
42,2.4,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
42,3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
42,0.3,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
42,7.5,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
42,6.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
42,3.5,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
42,0.1,Mollugo verticillata,Mollugo_verticillata,Mollugo,Molluginaceae,,
42,0.3,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
42,0.3,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
42,0.7,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
42,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
43,0.2,Elymus repens,Elymus_repens,Elymus,Poaceae,,
43,1.4,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
43,0.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
43,0.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
43,0.2,Digitaria ischaemum,Digitaria_ischaemum,Digitaria,Poaceae,,
43,0.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
43,3.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
43,21,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
43,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
43,5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
43,3,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
43,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
43,3,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
44,12,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
44,0.5,Elymus repens,Elymus_repens,Elymus,Poaceae,,
44,2.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
44,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
44,9,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
44,2.5,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
44,0.3,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
44,1.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
44,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
44,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
44,6.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
44,0.1,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
44,3.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
44,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
45,14,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
45,0.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
45,4,Andropogon gerardii,Andropogon_gerardii,Andropogon,Poaceae,,
45,0.05,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
45,0.4,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
45,34,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
45,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
45,4.6,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
45,4.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
45,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
46,3.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
46,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
46,0.05,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
46,3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
46,5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
46,0.3,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
46,0.2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
46,1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
46,28,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
46,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
46,4.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
46,13,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
46,2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
46,2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
46,0,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
46,0.2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
47,1.8,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
47,0.7,Elymus repens,Elymus_repens,Elymus,Poaceae,,
47,1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
47,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
47,26,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
47,0.1,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
47,22,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
48,0.4,Elymus repens,Elymus_repens,Elymus,Poaceae,,
48,0.4,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
48,1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
48,2.1,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
48,1.15,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
48,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
48,1.5,Eragrostis spectabilis,Eragrostis_spectabilis,Eragrostis,Poaceae,,
48,27,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
48,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
48,6.5,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
48,0.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
48,10,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
49,1.5,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
49,1.9,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
49,2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
49,0.2,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
49,4.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
49,1.7,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
49,2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
49,0.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
49,5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
49,20,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
49,2.5,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
49,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
49,3.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
49,0.5,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
50,3.5,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
50,1.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
50,1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
50,2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
50,0.5,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
50,0.4,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
50,1.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
50,34,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
50,0.3,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
50,4.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
50,1.2,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
50,6,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
51,15,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
51,1.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
51,0.4,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
51,0.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
51,1.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
51,0.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
51,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
51,0.15,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
51,0.3,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
51,8.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
51,2.5,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
51,1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
51,2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
52,1,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
52,1.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
52,0.51,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
52,0.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
52,2.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
52,21,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
52,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
52,10,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
52,2.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
52,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
52,0.2,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
53,7.5,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
53,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
53,0.05,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
53,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
53,0.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
53,0.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
53,1.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
53,38,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
53,0.01,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
53,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
53,0.8,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
53,1.5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
53,2.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
53,4.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
54,7.5,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
54,0.5,Elymus repens,Elymus_repens,Elymus,Poaceae,,
54,1.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
54,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
54,0.3,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
54,0.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
54,33,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
54,23,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
54,2.2,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
54,3.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
54,1,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
55,7,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
55,0.5,Elymus repens,Elymus_repens,Elymus,Poaceae,,
55,0.8,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
55,1.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
55,5,Andropogon gerardii,Andropogon_gerardii,Andropogon,Poaceae,,
55,0.5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
55,0.05,Digitaria ischaemum,Digitaria_ischaemum,Digitaria,Poaceae,,
55,0.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
55,38,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
55,0.01,Mollugo verticillata,Mollugo_verticillata,Mollugo,Molluginaceae,,
55,23,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
55,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
56,1.5,Elymus repens,Elymus_repens,Elymus,Poaceae,,
56,1.9,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
